track_id,name,album_id,media_type_id,genre_id,composer,milliseconds,bytes,unit_price
766,Fools,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",500427,16279366,0.99
767,NoOneCame,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",385880,12643813,0.99
768,KnockingAtYourBackDoor,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover",424829,13779332,0.99
769,BadAttitude,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",307905,10035180,0.99
770,ChildInTimeSonOfAlericInstrumental,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",602880,19712753,0.99
771,NobodysHome,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",243017,7929493,0.99
772,BlackNight,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",368770,12058906,0.99
773,PerfectStrangers,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover",321149,10445353,0.99
774,TheUnwrittenLaw,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",295053,9740361,0.99
775,CallOfTheWild,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",293851,9575295,0.99
776,Hush,61,1,1,South,213054,6944928,0.99
777,SmokeOnTheWater,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",464378,15180849,0.99
778,SpaceTrucking,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",341185,11122183,0.99
779,HighwayStar,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,368770,12012452,0.99
780,MaybeImALeo,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,290455,9502646,0.99
781,PicturesOfHome,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,303777,9903835,0.99
782,NeverBefore,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,239830,7832790,0.99
783,SmokeOnTheWater,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,340871,11246496,0.99
784,Lazy,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,442096,14397671,0.99
785,SpaceTruckin,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,272796,8981030,0.99
786,VavoomTedTheMechanic,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",257384,8510755,0.99
787,LoosenMyStrings,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",359680,11702232,0.99
788,SoonForgotten,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",287791,9401383,0.99
789,SometimesIFeelLikeScreaming,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",451840,14789410,0.99
790,CascadesImNotYourLover,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283689,9209693,0.99
791,TheAviator,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",320992,10532053,0.99
792,RosasCantina,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",312372,10323804,0.99
793,ACastleFullOfRascals,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",311693,10159566,0.99
794,ATouchAway,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",276323,9098561,0.99
795,HeyCisco,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",354089,11600029,0.99
796,SomebodyStoleMyGuitar,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",249443,8180421,0.99
797,ThePurpendicularWaltz,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283924,9299131,0.99
798,KingOfDreams,64,1,1,"Blackmore, Glover, Turner",328385,10733847,0.99
799,TheCutRunsDeep,64,1,1,"Blackmore, Glover, Turner, Lord, Paice",342752,11191650,0.99
800,FireInTheBasement,64,1,1,"Blackmore, Glover, Turner, Lord, Paice",283977,9267550,0.99
801,TruthHurts,64,1,1,"Blackmore, Glover, Turner",314827,10224612,0.99
802,BreakfastInBed,64,1,1,"Blackmore, Glover, Turner",317126,10323804,0.99
803,LoveConquersAll,64,1,1,"Blackmore, Glover, Turner",227186,7328516,0.99
804,Fortuneteller,64,1,1,"Blackmore, Glover, Turner, Lord, Paice",349335,11369671,0.99
805,TooMuchIsNotEnough,64,1,1,"Turner, Held, Greenwood",257724,8382800,0.99
806,WickedWays,64,1,1,"Blackmore, Glover, Turner, Lord, Paice",393691,12826582,0.99
807,Stormbringer,65,1,1,D.Coverdale/R.Blackmore/Ritchie Blackmore,246413,8044864,0.99
808,LoveDontMeanaThing,65,1,1,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,263862,8675026,0.99
809,HolyMan,65,1,1,D.Coverdale/G.Hughes/Glenn Hughes/J.Lord/John Lord,270236,8818093,0.99
810,HoldOn,65,1,1,D.Coverdal/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord,306860,10022428,0.99
811,LadyDoubleDealer,65,1,1,D.Coverdale/R.Blackmore/Ritchie Blackmore,201482,6554330,0.99
812,YouCantDoitRightWiththeOneYouLove,65,1,1,D.Coverdale/G.Hughes/Glenn Hughes/R.Blackmore/Ritchie Blackmore,203755,6709579,0.99
813,HighBallShooter,65,1,1,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,267833,8772471,0.99
814,TheGypsy,65,1,1,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,242886,7946614,0.99
815,SoldierOfFortune,65,1,1,D.Coverdale/R.Blackmore/Ritchie Blackmore,193750,6315321,0.99
816,TheBattleRagesOn,66,1,1,ian paice/jon lord,356963,11626228,0.99
817,LickItUp,66,1,1,roger glover,240274,7792604,0.99
818,Anya,66,1,1,jon lord/roger glover,392437,12754921,0.99
819,TalkAboutLove,66,1,1,roger glover,247823,8072171,0.99
820,TimeToKill,66,1,1,roger glover,351033,11354742,0.99
821,RamshackleMan,66,1,1,roger glover,334445,10874679,0.99
822,ATwistInTheTail,66,1,1,roger glover,257462,8413103,0.99
823,NastyPieceOfWork,66,1,1,jon lord/roger glover,276662,9076997,0.99
824,Solitaire,66,1,1,roger glover,282226,9157021,0.99
825,OneMansMeat,66,1,1,roger glover,278804,9068960,0.99
826,PourSomeSugarOnMe,67,1,1,,292519,9518842,0.99
827,Photograph,67,1,1,,248633,8108507,0.99
828,LoveBites,67,1,1,,346853,11305791,0.99
829,LetsGetRocked,67,1,1,,296019,9724150,0.99
830,TwoStepsBehind[AcousticVersion],67,1,1,,259787,8523388,0.99
831,Animal,67,1,1,,244741,7985133,0.99
832,HeavenIs,67,1,1,,214021,6988128,0.99
833,Rocket,67,1,1,,247248,8092463,0.99
834,WhenLoveHateCollide,67,1,1,,257280,8364633,0.99
835,Action,67,1,1,,220604,7130830,0.99
836,MakeLoveLikeAMan,67,1,1,,255660,8309725,0.99
837,ArmageddonIt,67,1,1,,322455,10522352,0.99
838,HaveYouEverNeededSomeoneSoBad,67,1,1,,319320,10400020,0.99
839,RockOfAges,67,1,1,,248424,8150318,0.99
840,Hysteria,67,1,1,,355056,11622738,0.99
841,BringinOnTheHeartbreak,67,1,1,,272457,8853324,0.99
842,RollCall,68,1,2,Jim Beard,321358,10653494,0.99
843,Otay,68,1,2,"John Scofield, Robert Aries, Milton Chambers and Gary Grainger",423653,14176083,0.99
844,GroovusInterruptus,68,1,2,Jim Beard,319373,10602166,0.99
845,ParisOnMine,68,1,2,Jon Herington,368875,12059507,0.99
846,InTime,68,1,2,Sylvester Stewart,368953,12287103,0.99
847,PlanB,68,1,2,"Dean Brown, Dennis Chambers & Jim Beard",272039,9032315,0.99
848,Outbreak,68,1,2,Jim Beard & Jon Herington,659226,21685807,0.99
849,BaltimoreDC,68,1,2,John Scofield,346932,11394473,0.99
850,TalkinLoudandSayingNothin,68,1,2,James Brown & Bobby Byrd,360411,11994859,0.99
851,Ptala,69,1,7,,270080,8856165,0.99
852,MeuBemQuerer,69,1,7,,255608,8330047,0.99
853,Cigano,69,1,7,,304692,10037362,0.99
854,BoaNoite,69,1,7,,338755,11283582,0.99
855,FatoConsumado,69,1,7,,211565,7018586,0.99
856,FaltandoUmPedao,69,1,7,,267728,8788760,0.99
857,libi,69,1,7,,213237,6928434,0.99
858,Esquinas,69,1,7,,280999,9096726,0.99
859,Se,69,1,7,,286432,9413777,0.99
860,EuTeDevoro,69,1,7,,311614,10312775,0.99
861,Lils,69,1,7,,274181,9049542,0.99
862,Acelerou,69,1,7,,284081,9396942,0.99
863,UmAmorPuro,69,1,7,,327784,10687311,0.99
864,Samurai,70,1,7,Djavan,330997,10872787,0.99
865,NemUmDia,70,1,7,Djavan,337423,11181446,0.99
866,Oceano,70,1,7,Djavan,217338,7026441,0.99
867,Aai,70,1,7,Djavan,270968,8893682,0.99
868,Serrado,70,1,7,Djavan,295314,9842240,0.99
869,FlorDeLis,70,1,7,Djavan,236355,7801108,0.99
870,AmarTudo,70,1,7,Djavan,211617,7073899,0.99
871,Azul,70,1,7,Djavan,253962,8381029,0.99
872,Seduzir,70,1,7,Djavan,277524,9163253,0.99
873,ACarta,70,1,7,"Djavan - Gabriel, O Pensador",347297,11493463,0.99
874,Sina,70,1,7,Djavan,268173,8906539,0.99
875,Acelerou,70,1,7,Djavan,284133,9391439,0.99
876,UmAmorPuro,70,1,7,Djavan,327105,10664698,0.99
877,OBbadoeaEquilibrista,71,1,7,,223059,7306143,0.99
878,OMestreSaladosMares,71,1,7,,186226,6180414,0.99
879,AtrsdaPorta,71,1,7,,166608,5432518,0.99
880,DoisPraLDoisPraC,71,1,7,,263026,8684639,0.99
881,CasanoCampo,71,1,7,,170788,5531841,0.99
882,Romaria,71,1,7,,242834,7968525,0.99
883,AlAlMarciano,71,1,7,,241397,8137254,0.99
884,MeDeixasLouca,71,1,7,,214831,6888030,0.99
885,Fascinao,71,1,7,,180793,5793959,0.99
886,SaudosaMaloca,71,1,7,,278125,9059416,0.99
887,AsAparnciasEnganam,71,1,7,,247379,8014346,0.99
888,Madalena,71,1,7,,157387,5243721,0.99
889,MariaRosa,71,1,7,,232803,7592504,0.99
890,AprendendoAJogar,71,1,7,,290664,9391041,0.99
891,Layla,72,1,6,Clapton/Gordon,430733,14115792,0.99
892,Badge,72,1,6,Clapton/Harrison,163552,5322942,0.99
893,IFeelFree,72,1,6,Bruce/Clapton,174576,5725684,0.99
894,SunshineOfYourLove,72,1,6,Bruce/Clapton,252891,8225889,0.99
895,Crossroads,72,1,6,Clapton/Robert Johnson Arr: Eric Clapton,253335,8273540,0.99
896,StrangeBrew,72,1,6,Clapton/Collins/Pappalardi,167810,5489787,0.99
897,WhiteRoom,72,1,6,Bruce/Clapton,301583,9872606,0.99
898,BellBottomBlues,72,1,6,Clapton,304744,9946681,0.99
899,Cocaine,72,1,6,Cale/Clapton,215928,7138399,0.99
900,IShotTheSheriff,72,1,6,Marley,263862,8738973,0.99
901,AfterMidnight,72,1,6,Clapton/J. J. Cale,191320,6460941,0.99
902,SwingLowSweetChariot,72,1,6,Clapton/Trad. Arr. Clapton,208143,6896288,0.99
903,LayDownSally,72,1,6,Clapton/Levy,231732,7774207,0.99
904,KnockinOnHeavensDoor,72,1,6,Clapton/Dylan,264411,8758819,0.99
905,WonderfulTonight,72,1,6,Clapton,221387,7326923,0.99
906,LetItGrow,72,1,6,Clapton,297064,9742568,0.99
907,Promises,72,1,6,Clapton/F.eldman/Linn,180401,6006154,0.99
908,ICantStandIt,72,1,6,Clapton,249730,8271980,0.99
909,Signe,73,1,6,Eric Clapton,193515,6475042,0.99
910,BeforeYouAccuseMe,73,1,6,Eugene McDaniel,224339,7456807,0.99
911,HeyHey,73,1,6,Big Bill Broonzy,196466,6543487,0.99
912,TearsInHeaven,73,1,6,"Eric Clapton, Will Jennings",274729,9032835,0.99
913,LonelyStranger,73,1,6,Eric Clapton,328724,10894406,0.99
914,NobodyKnowsYouWhenYoureDownOut,73,1,6,Jimmy Cox,231836,7669922,0.99
915,Layla,73,1,6,"Eric Clapton, Jim Gordon",285387,9490542,0.99
916,RunningOnFaith,73,1,6,Jerry Lynn Williams,378984,12536275,0.99
917,WalkinBlues,73,1,6,Robert Johnson,226429,7435192,0.99
918,Alberta,73,1,6,Traditional,222406,7412975,0.99
919,SanFranciscoBayBlues,73,1,6,Jesse Fuller,203363,6724021,0.99
920,MaltedMilk,73,1,6,Robert Johnson,216528,7096781,0.99
921,OldLove,73,1,6,"Eric Clapton, Robert Cray",472920,15780747,0.99
922,RollinAndTumblin,73,1,6,McKinley Morgenfield (Muddy Waters),251768,8407355,0.99
923,Collision,74,1,4,Jon Hudson/Mike Patton,204303,6656596,0.99
924,Stripsearch,74,1,4,Jon Hudson/Mike Bordin/Mike Patton,270106,8861119,0.99
925,LastCupOfSorrow,74,1,4,Bill Gould/Mike Patton,251663,8221247,0.99
926,NakedInFrontOfTheComputer,74,1,4,Mike Patton,128757,4225077,0.99
927,Helpless,74,1,4,Bill Gould/Mike Bordin/Mike Patton,326217,10753135,0.99
928,MouthToMouth,74,1,4,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton,228493,7505887,0.99
929,AshesToAshes,74,1,4,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,217391,7093746,0.99
930,SheLovesMeNot,74,1,4,Bill Gould/Mike Bordin/Mike Patton,209867,6887544,0.99
931,GotThatFeeling,74,1,4,Mike Patton,140852,4643227,0.99
932,PathsOfGlory,74,1,4,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,257253,8436300,0.99
933,HomeSickHome,74,1,4,Mike Patton,119040,3898976,0.99
934,Pristina,74,1,4,Bill Gould/Mike Patton,232698,7497361,0.99
935,LandOfSunshine,75,1,4,,223921,7353567,0.99
936,Caffeine,75,1,4,,267937,8747367,0.99
937,MidlifeCrisis,75,1,4,,263235,8628841,0.99
938,RV,75,1,4,,223242,7288162,0.99
939,SmallerAndSmaller,75,1,4,,310831,10180103,0.99
940,EverythingsRuined,75,1,4,,273658,9010917,0.99
941,Malpractice,75,1,4,,241371,7900683,0.99
942,Kindergarten,75,1,4,,270680,8853647,0.99
943,BeAggressive,75,1,4,,222432,7298027,0.99
944,ASmallVictory,75,1,4,,297168,9733572,0.99
945,CrackHitler,75,1,4,,279144,9162435,0.99
946,Jizzlobber,75,1,4,,398341,12926140,0.99
947,MidnightCowboy,75,1,4,,251924,8242626,0.99
948,Easy,75,1,4,,185835,6073008,0.99
949,GetOut,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",137482,4524972,0.99
950,Ricochet,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",269400,8808812,0.99
951,Evidence,76,1,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",293590,9626136,0.99
952,TheGentleArtOfMakingEnemies,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",209319,6908609,0.99
953,StarAD,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",203807,6747658,0.99
954,CuckooForCaca,76,1,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",222902,7388369,0.99
955,CaralhoVoador,76,1,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",242102,8029054,0.99
956,UglyInTheMorning,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",186435,6224997,0.99
957,DiggingTheGrave,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",185129,6109259,0.99
958,TakeThisBottle,76,1,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",298997,9779971,0.99
959,KingForADay,76,1,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",395859,13163733,0.99
960,WhatADay,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",158275,5203430,0.99
961,TheLastToKnow,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",267833,8736776,0.99
962,JustAMan,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",336666,11031254,0.99
963,AbsoluteZero,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",181995,5929427,0.99
964,FromOutOfNowhere,77,1,4,Faith No More,202527,6587802,0.99
965,Epic,77,1,4,Faith No More,294008,9631296,0.99
966,FallingToPieces,77,1,4,Faith No More,316055,10333123,0.99
967,SurpriseYoureDead,77,1,4,Faith No More,147226,4823036,0.99
968,ZombieEaters,77,1,4,Faith No More,360881,11835367,0.99
969,TheRealThing,77,1,4,Faith No More,493635,16233080,0.99
970,UnderwaterLove,77,1,4,Faith No More,231993,7634387,0.99
971,TheMorningAfter,77,1,4,Faith No More,223764,7355898,0.99
972,WoodpeckerFromMars,77,1,4,Faith No More,340532,11174250,0.99
973,WarPigs,77,1,4,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",464770,15267802,0.99
974,EdgeOfTheWorld,77,1,4,Faith No More,250357,8235607,0.99
975,DeixaEntrar,78,1,7,,33619,1095012,0.99
976,FalamansaSong,78,1,7,,237165,7921313,0.99
977,XoteDosMilagres,78,1,7,,269557,8897778,0.99
978,RindoToa,78,1,7,,222066,7365321,0.99
979,Confidncia,78,1,7,,222197,7460829,0.99
980,ForrDeTquio,78,1,7,,169273,5588756,0.99
981,ZecaVioleiro,78,1,7,,143673,4781949,0.99
982,Avisa,78,1,7,,355030,11844320,0.99
983,PrincipiandoDecolagem,78,1,7,,116767,3923789,0.99
984,Asas,78,1,7,,231915,7711669,0.99
985,MedoDeEscuro,78,1,7,,213760,7056323,0.99
986,Orao,78,1,7,,271072,9003882,0.99
987,MinhaGata,78,1,7,,181838,6039502,0.99
988,Desaforo,78,1,7,,174524,5853561,0.99
989,InYourHonor,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",230191,7468463,0.99
990,NoWayBack,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",196675,6421400,0.99
991,BestOfYou,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",255712,8363467,0.99
992,DOA,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",252186,8232342,0.99
993,Hell,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",117080,3819255,0.99
994,TheLastSong,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",199523,6496742,0.99
995,FreeMe,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",278700,9109340,0.99
996,Resolve,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",288731,9416186,0.99
997,TheDeepestBluesAreBlack,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",238419,7735473,0.99
998,EndOverEnd,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",352078,11395296,0.99
999,Still,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",313182,10323157,0.99
1000,WhatIfIDo,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",302994,9929799,0.99
1001,Miracle,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",209684,6877994,0.99
1002,AnotherRound,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",265848,8752670,0.99
1003,FriendOfAFriend,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",193280,6355088,0.99
1004,OverAndOut,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",316264,10428382,0.99
1005,OnTheMend,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",271908,9071997,0.99
1006,VirginiaMoon,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",229198,7494639,0.99
1007,ColdDayInTheSun,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",200724,6596617,0.99
1008,Razor,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",293276,9721373,0.99
1009,AllMyLife,81,1,4,Foo Fighters,263653,8665545,0.99
1010,Low,81,1,4,Foo Fighters,268120,8847196,0.99
1011,HaveItAll,81,1,4,Foo Fighters,298057,9729292,0.99
1012,TimesLikeThese,81,1,4,Foo Fighters,266370,8624691,0.99
1013,DisenchantedLullaby,81,1,4,Foo Fighters,273528,8919111,0.99
1014,TiredOfYou,81,1,4,Foo Fighters,311353,10094743,0.99
1015,Halo,81,1,4,Foo Fighters,306442,10026371,0.99
1016,LonelyAsYou,81,1,4,Foo Fighters,277185,9022628,0.99
1017,Overdrive,81,1,4,Foo Fighters,270550,8793187,0.99
1018,BurnAway,81,1,4,Foo Fighters,298396,9678073,0.99
1019,ComeBack,81,1,4,Foo Fighters,469968,15371980,0.99
1020,Doll,82,1,1,"Dave, Taylor, Nate, Chris",83487,2702572,0.99
1021,MonkeyWrench,82,1,1,"Dave, Taylor, Nate, Chris",231523,7527531,0.99
1022,HeyJohnnyPark,82,1,1,"Dave, Taylor, Nate, Chris",248528,8079480,0.99
1023,MyPoorBrain,82,1,1,"Dave, Taylor, Nate, Chris",213446,6973746,0.99
1024,WindUp,82,1,1,"Dave, Taylor, Nate, Chris",152163,4950667,0.99
1025,UpInArms,82,1,1,"Dave, Taylor, Nate, Chris",135732,4406227,0.99
1026,MyHero,82,1,1,"Dave, Taylor, Nate, Chris",260101,8472365,0.99
1027,SeeYou,82,1,1,"Dave, Taylor, Nate, Chris",146782,4888173,0.99
1028,EnoughSpace,82,1,1,Dave Grohl,157387,5169280,0.99
1029,FebruaryStars,82,1,1,"Dave, Taylor, Nate, Chris",289306,9344875,0.99
1030,Everlong,82,1,1,Dave Grohl,250749,8270816,0.99
1031,WalkingAfterYou,82,1,1,Dave Grohl,303856,9898992,0.99
1032,NewWayHome,82,1,1,"Dave, Taylor, Nate, Chris",342230,11205664,0.99
1033,MyWay,83,1,12,claude françois/gilles thibault/jacques revaux/paul anka,275879,8928684,0.99
1034,StrangersInTheNight,83,1,12,berthold kaempfert/charles singleton/eddie snyder,155794,5055295,0.99
1035,NewYorkNewYork,83,1,12,fred ebb/john kander,206001,6707993,0.99
1036,IGetAKickOutOfYou,83,1,12,cole porter,194429,6332441,0.99
1037,SomethingStupid,83,1,12,carson c. parks,158615,5210643,0.99
1038,MoonRiver,83,1,12,henry mancini/johnny mercer,198922,6395808,0.99
1039,WhatNowMyLove,83,1,12,carl sigman/gilbert becaud/pierre leroyer,149995,4913383,0.99
1040,SummerLove,83,1,12,hans bradtke/heinz meier/johnny mercer,174994,5693242,0.99
1041,ForOnceInMyLife,83,1,12,orlando murden/ronald miller,171154,5557537,0.99
1042,LoveAndMarriage,83,1,12,jimmy van heusen/sammy cahn,89730,2930596,0.99
1043,TheyCantTakeThatAwayFromMe,83,1,12,george gershwin/ira gershwin,161227,5240043,0.99
1044,MyKindOfTown,83,1,12,jimmy van heusen/sammy cahn,188499,6119915,0.99
1045,FlyMeToTheMoon,83,1,12,bart howard,149263,4856954,0.99
1046,IveGotYouUnderMySkin,83,1,12,cole porter,210808,6883787,0.99
1047,TheBestIsYetToCome,83,1,12,carolyn leigh/cy coleman,173583,5633730,0.99
1048,ItWasAVeryGoodYear,83,1,12,ervin drake,266605,8554066,0.99
1049,ComeFlyWithMe,83,1,12,jimmy van heusen/sammy cahn,190458,6231029,0.99
1050,ThatsLife,83,1,12,dean kay thompson/kelly gordon,187010,6095727,0.99
1051,TheGirlFromIpanema,83,1,12,antonio carlos jobim/norman gimbel/vinicius de moraes,193750,6410674,0.99
1052,TheLadyIsATramp,83,1,12,lorenz hart/richard rodgers,184111,5987372,0.99
1053,BadBadLeroyBrown,83,1,12,jim croce,169900,5548581,0.99
1054,MackTheKnife,83,1,12,bert brecht/kurt weill/marc blitzstein,292075,9541052,0.99
1055,LovesBeenGoodToMe,83,1,12,rod mckuen,203964,6645365,0.99
1056,LAIsMyLady,83,1,12,alan bergman/marilyn bergman/peggy lipton jones/quincy jones,193175,6378511,0.99
1057,EntrandoNaSuaIntro,84,1,7,,179252,5840027,0.99
1058,Nervosa,84,1,7,,229537,7680421,0.99
1059,FunkDeBambaComFernandaAbreu,84,1,7,,237191,7866165,0.99
1060,CallMeAtCleos,84,1,7,,236617,7920510,0.99
1061,OlhosColoridosComSandraDeS,84,1,7,,321332,10567404,0.99
1062,Zambao,84,1,7,,301113,10030604,0.99
1063,FunkHum,84,1,7,,244453,8084475,0.99
1064,FortyDaysComDJHum,84,1,7,,221727,7347172,0.99
1065,BaladaDaPaula,84,1,7,Emerson Villani,322821,10603717,0.99
1066,Dujji,84,1,7,,324597,10833935,0.99
1067,MeuGuardaChuva,84,1,7,,248528,8216625,0.99
1068,Motis,84,1,7,,213498,7041077,0.99
1069,WhistleStop,84,1,7,,526132,17533664,0.99
1070,16Toneladas,84,1,7,,191634,6390885,0.99
1071,DivirtaSeSaindoDaSua,84,1,7,,74919,2439206,0.99
1072,FortyDaysInstrumental,84,1,7,,292493,9584317,0.99
1073,iaEuAquiDeNovo,85,1,10,,219454,7469735,0.99
1074,BaioDaPenha,85,1,10,,247928,8393047,0.99
1075,EsperandoNaJanela,85,1,10,Manuca/Raimundinho DoAcordion/Targino Godim,261041,8660617,0.99
1076,Juazeiro,85,1,10,Humberto Teixeira/Luiz Gonzaga,222275,7349779,0.99
1077,ltimoPauDeArara,85,1,10,Corumbá/José Gumarães/Venancio,200437,6638563,0.99
1078,AsaBranca,85,1,10,Humberto Teixeira/Luiz Gonzaga,217051,7387183,0.99
1079,QuiNemJil,85,1,10,Humberto Teixeira/Luiz Gonzaga,204695,6937472,0.99
1080,AssumPreto,85,1,10,Humberto Teixeira/Luiz Gonzaga,199653,6625000,0.99
1081,PauDeArara,85,1,10,"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga",191660,6340649,0.99
1082,AVoltaDaAsaBranca,85,1,10,Luiz Gonzaga/Zé Dantas,271020,9098093,0.99
1083,OAmorDaquiDeCasa,85,1,10,Gilberto Gil,148636,4888292,0.99
1084,AsPegadasDoAmor,85,1,10,Gilberto Gil,209136,6899062,0.99
1085,LamentoSertanejo,85,1,10,Dominguinhos/Gilberto Gil,260963,8518290,0.99
1086,CasinhaFeliz,85,1,10,Gilberto Gil,32287,1039615,0.99
1087,IntroduoLive,86,1,7,,154096,5227579,0.99
1088,PalcoLive,86,1,7,,238315,8026622,0.99
1089,IsThisLoveLive,86,1,7,,295262,9819759,0.99
1090,StirItUpLive,86,1,7,,282409,9594738,0.99
1091,RefavelaLive,86,1,7,,236695,7985305,0.99
1092,VendedorDeCaranguejoLive,86,1,7,,248842,8358128,0.99
1093,QuantaLive,86,1,7,,357485,11774865,0.99
